param_name,seed,avg_test_pcc,avg_test_rmse,avg_train_pcc,avg_train_rmse,fold01_test_pcc,fold02_test_pcc,fold03_test_pcc,fold04_test_pcc,fold05_test_pcc,fold06_test_pcc,fold07_test_pcc,fold08_test_pcc,fold09_test_pcc,fold10_test_pcc
thresh10.0_step0.5,0,0.7131232064466658,1.3225670430510637,0.9993504238181845,0.07604801082653556,0.6919709888766721,0.7145649380770216,0.702815412848851,0.7030620820081511,0.7045084539745494,0.7310242169586726,0.7161286444300368,0.7687737111487609,0.7214181733931289,0.6769654427508136
thresh10.0_step0.5,1,0.7138363580745312,1.3211177061688786,0.9993562916027964,0.07569744125901715,0.6912326960771595,0.7105205252303277,0.70569488614506,0.7059844479986477,0.7049312012230994,0.727195634026444,0.720365379331646,0.771216968519509,0.7228331298120336,0.678388712381384
thresh10.0_step0.5,2,0.7137733011396743,1.3210018555502763,0.9993510402447121,0.07602673431487908,0.690144593706987,0.7126163106975307,0.7084710445987277,0.7044931521150914,0.7066847680327271,0.7316598398104022,0.7173596119678228,0.7711483018893759,0.7197631642240991,0.6753922243539784
thresh10.0_step0.5,3,0.7151601498763263,1.3184863466653316,0.9993561131412717,0.07571759036753209,0.6908497723441094,0.7122321888469436,0.7083539315211437,0.7043678408412752,0.7080429836290829,0.7308327772122255,0.7214168292627173,0.7683513568264744,0.7230887096383991,0.6840651086408913
thresh10.0_step0.5,4,0.7142589833566548,1.320246313480606,0.9993512357206248,0.0760041878823631,0.6876992356138851,0.7141776801834385,0.7056191442206918,0.7030847618749088,0.7092430937985836,0.7300893879345322,0.7190170437464554,0.7694627188515553,0.726092899310357,0.6781038680321406
thresh10.0_step0.5,5,0.7148727919627813,1.319315091448917,0.9993531730996421,0.0758732040949546,0.6899738475270354,0.7133126654114403,0.7073417754821147,0.7057849813531201,0.7059489772867698,0.7331656180317372,0.7189481556379913,0.7689104426890165,0.7243312330042827,0.6810102232043049
thresh10.0_step0.5,6,0.7142445928011626,1.3201976088428853,0.999351860649045,0.07595782294180971,0.6922264569028542,0.7140450531249907,0.7073293275398052,0.7055058964417491,0.7093445421937132,0.7305602219180449,0.7154897565451991,0.7683138908862988,0.7208330125977398,0.6787977698612316
thresh10.0_step0.5,7,0.7146249062010717,1.319670318993258,0.9993594776997995,0.07553299339090515,0.6948686004191534,0.7124204723064611,0.707420038442784,0.7048519581073864,0.7041803159191484,0.730878364270698,0.7197118924824439,0.767913506978293,0.723790660788669,0.680213252295679
thresh10.0_step0.5,8,0.7139712587033786,1.3210025013286082,0.9993575663393269,0.07562582285916727,0.6918620935909838,0.7107660083037282,0.7069583411194998,0.704379904621385,0.7048463362357846,0.7313387465749663,0.7178880771973881,0.7712126728598345,0.7197922731175157,0.6806681334126999
thresh10.0_step0.5,9,0.714237481850396,1.320285654108035,0.9993528875769471,0.07586771408372232,0.6898355235745348,0.7131974549923903,0.706379577109687,0.7047767167295473,0.7062954511120297,0.7274498097405949,0.7203183890573819,0.7694036245418885,0.7256013834137346,0.6791168882321696
thresh10.0_step1.0,0,0.7184557711163845,1.3108718448817513,0.9994374286446236,0.06965001700940301,0.698926733660367,0.7209742049626826,0.7121232211239974,0.7082286063555393,0.7129595442050005,0.7337899818447614,0.716333020484319,0.771985277377575,0.7210570138664929,0.6881801072831099
thresh10.0_step1.0,1,0.7188922568705534,1.310211130896509,0.999437358137879,0.06962920130136216,0.699526948061941,0.7191767615367815,0.7128475022671198,0.7102575083618963,0.7140581640611826,0.7310235017257961,0.7210290035938298,0.7717333896484087,0.7227052236047069,0.6865645658438717
thresh10.0_step1.0,2,0.7196995880083261,1.3086722601937486,0.9994357016752747,0.0697507223236272,0.6991054683089203,0.7202309524568902,0.7099957887150083,0.7094406192796412,0.718967966179447,0.7341869142481535,0.7218107534211606,0.7724461645698514,0.7225774377713033,0.6882338151328856
thresh10.0_step1.0,3,0.7188143454554805,1.3104052654519107,0.9994454749698172,0.06912030354011936,0.6979691446921077,0.7212455257963425,0.7124044697741152,0.7078370951757822,0.715707604816191,0.7304984025441399,0.7164881752720689,0.7750160064779015,0.72254304413999,0.6884339858661659
thresh10.0_step1.0,4,0.7186554103323811,1.3105308885152511,0.9994372451198507,0.06963151949257854,0.7007149519825122,0.7191667064691443,0.7118106942570435,0.7090183011238278,0.7146471698318121,0.7323698863315051,0.7207391672286305,0.7718283983784682,0.7234028627476214,0.6828559649732466
thresh10.0_step1.0,5,0.7201606153711725,1.3077002247975986,0.9994398619457672,0.06945662054102167,0.6988006173312407,0.7241483121866463,0.7111138978206515,0.7079527173658597,0.714789522239291,0.7367477921039554,0.7193692547401909,0.7765352605847055,0.7258892188497867,0.6862595604893974
thresh10.0_step1.0,6,0.7201142802074021,1.3078152474955436,0.999439374143033,0.06950698875622033,0.7050717113563005,0.7246115890457372,0.7107919236223352,0.7115180002249419,0.714019998725091,0.7346820849038297,0.7202045450122252,0.771655216054663,0.7194242644684036,0.6891634686604944
thresh10.0_step1.0,7,0.7183528144428486,1.3115296612441778,0.9994415186895713,0.06940136600589245,0.6982093762425909,0.7161248611581741,0.7115691737076744,0.711074521259656,0.7106717660282396,0.7329622902205455,0.7220392810163245,0.7722461189640968,0.719328052151521,0.689302703679664
thresh10.0_step1.0,8,0.7195627185862417,1.308619365298762,0.9994404177722094,0.0694508481896248,0.6951141254483655,0.7229548168001754,0.7159187482463403,0.713352767764238,0.7145333216857094,0.7308842658224706,0.7186156360228315,0.7751117397441036,0.7241360340462609,0.6850057302819216
thresh10.0_step1.0,9,0.7193641676275035,1.3089944353932947,0.9994374860753507,0.06963484359177018,0.6958006737202403,0.7246098000704855,0.7130908974650332,0.70683390194837,0.7175433714358461,0.7330036549612269,0.7168833268191015,0.7750782669778411,0.7229254970928173,0.6878722857840734
thresh10.0_step1.5,0,0.7206606905246582,1.3060788833296688,0.9993554597865648,0.07378706772971992,0.7028060608624747,0.7249925597659241,0.7127997796664676,0.7029884082155836,0.7222698218776309,0.7357951001093954,0.7199164381146944,0.771281493993701,0.7290601115386195,0.6846971311020902
thresh10.0_step1.5,1,0.7211085926015983,1.305379643754854,0.999363750522571,0.07330661470836392,0.6993033263935171,0.7252970619409095,0.7141099844078039,0.7097781781156436,0.7222323718741641,0.7333185604103938,0.7206175908374157,0.7698820261257213,0.7299198412210113,0.6866269846894026
thresh10.0_step1.5,2,0.7212470907547577,1.3051416475420854,0.9993595083887163,0.07354672297485701,0.702771488473555,0.724445684936546,0.7132570439510082,0.7047829723888503,0.7194158456242254,0.7376022879504835,0.7178085436179146,0.774797431110086,0.7307726189902561,0.68681699050465
thresh10.0_step1.5,3,0.7205695692577356,1.3064146200967397,0.9993601834720526,0.07349774745694589,0.7016644758452546,0.7240283617237688,0.7122572123477084,0.7050644900176062,0.7203669113608425,0.7342551738136505,0.7191974727594053,0.7720398015739827,0.728207056239989,0.6886147368951481
thresh10.0_step1.5,4,0.7204234552685846,1.3065569434700994,0.9993650007559707,0.07323359736207982,0.7048402920806394,0.723580671584579,0.713393928891807,0.7047682837941789,0.7201057950898822,0.734554609883695,0.7191751973871338,0.7733709044871633,0.7255290044175886,0.6849158650691792
thresh10.0_step1.5,5,0.7220925088517113,1.3035828817011959,0.9993624728174414,0.0733664301241175,0.7069682331969827,0.7248777595525322,0.711270885721818,0.7071872467627937,0.7209016805349711,0.7369131097624535,0.7199616460934694,0.7748262863697084,0.731325061049454,0.6866931794729301
thresh10.0_step1.5,6,0.7205477859198044,1.306270547042986,0.9993585966390706,0.0736023139082734,0.7024821686275133,0.7248543149942849,0.7128928025552628,0.709217979545999,0.7212534053289728,0.7328452097267331,0.7191142720046614,0.7703949938942014,0.7299697128820155,0.6824529996383998
thresh10.0_step1.5,7,0.719619348787198,1.3080061702332124,0.9993606993068802,0.0734955317186253,0.6984513559449934,0.7178738592502344,0.71301684599466,0.7033985344388649,0.7216073293728666,0.7349869588260911,0.7209119828711237,0.7729690788763222,0.7282569289701781,0.6847206133266464
thresh10.0_step1.5,8,0.7211106534229085,1.3053581753782688,0.9993663426958929,0.07311974756848921,0.7038574718587972,0.7226218136213598,0.711095510027401,0.7058180091098716,0.7188677473770303,0.7359840801988881,0.7184150765643589,0.7743239920992329,0.7319373383211192,0.6881854950510264
