condition,seed,avg_test_pcc,avg_test_rmse,n_estimators,learning_rate,max_depth,avg_train_pcc,avg_train_rmse,fold01_test_pcc,fold02_test_pcc,fold03_test_pcc,fold04_test_pcc,fold05_test_pcc,fold06_test_pcc,fold07_test_pcc,fold08_test_pcc,fold09_test_pcc,fold10_test_pcc
n_estimators-100-learning_rate-0.001-max_depth-4,3,0.5853138518997565,1.8387832884117579,100,0.001,4,0.6112006325599785,1.8363436610601016,0.5720316280794298,0.5600460004845844,0.5804020127523681,0.5631468961908007,0.5934732021874413,0.5521208481558013,0.5970731335943692,0.6159913577845846,0.6430678496580213,0.5757855901101651
n_estimators-100-learning_rate-0.001-max_depth-4,4,0.5887187020546935,1.837983780212707,100,0.001,4,0.6121323002887384,1.835757894670412,0.5804725796425438,0.5634698024336862,0.583204263692576,0.56008144031792,0.5946797457463013,0.5553154414131615,0.6059689631792617,0.6268317468473175,0.6470979007194659,0.570065136554701
n_estimators-100-learning_rate-0.001-max_depth-4,5,0.5886527008991052,1.8380568754816955,100,0.001,4,0.6140114177190077,1.8357100548749237,0.5760552802471821,0.5643903314213696,0.5809630505369857,0.5636733966360343,0.5955804524811368,0.5556164195122553,0.606632564392523,0.6260034924298987,0.6495369782309842,0.568075043102682
n_estimators-100-learning_rate-0.001-max_depth-4,6,0.590668597021668,1.8382738890616317,100,0.001,4,0.6133529298497395,1.8361974844732487,0.5778290047469091,0.5697161058977827,0.5847891068918055,0.5660661135843106,0.5975721443617913,0.5598284054761353,0.6013288092459462,0.6275251435649511,0.6494086659686502,0.5726224704783984
n_estimators-100-learning_rate-0.001-max_depth-4,7,0.5878595841077507,1.8384391393653736,100,0.001,4,0.6121236034709396,1.836054516233581,0.5731908257665782,0.5705422781734442,0.5862000768932911,0.5599023143989807,0.5947180003659454,0.5538219624785043,0.6007964851908609,0.6238144665556581,0.6408705447799574,0.5747388864742861
n_estimators-100-learning_rate-0.001-max_depth-4,8,0.5867929582230018,1.8383409878277568,100,0.001,4,0.611978324429136,1.8360229551314045,0.5664259042943451,0.5623257837945095,0.5802991433791744,0.5611049275336912,0.5903546143875422,0.553306639051797,0.6107125259279291,0.622439247749762,0.6509904910534321,0.5699703050578364
n_estimators-100-learning_rate-0.001-max_depth-4,9,0.5899117416110666,1.8381854384198342,100,0.001,4,0.6132024324533485,1.8359151820778536,0.5767473218363104,0.5630782161479297,0.5810960653977911,0.5676637698345057,0.5965451514533553,0.5560616706312036,0.60660996155784,0.6297365658843517,0.6465211791406951,0.5750575142266835
n_estimators-100-learning_rate-0.001-max_depth-6,0,0.614122684180067,1.8285180046109546,100,0.001,6,0.6773445999331502,1.8214517447368626,0.6027250955359215,0.5946449230316561,0.6117041083818212,0.5921271916101682,0.6199271023747863,0.5835655365208182,0.6300589202765949,0.654531075967554,0.664247648556342,0.5876952395450065
n_estimators-100-learning_rate-0.001-max_depth-6,1,0.6156574267896184,1.8285257521235525,100,0.001,6,0.6768187201844922,1.8215815769087484,0.6003295394151321,0.5970009024701778,0.6162708596145459,0.5896477568007158,0.6164448226057807,0.5917453660117418,0.6318635121382836,0.6533654603894659,0.6668350997273401,0.593070948723001
n_estimators-100-learning_rate-0.001-max_depth-6,2,0.6148757916459309,1.8284111240276755,100,0.001,6,0.6769263524746645,1.821472174064271,0.6008826130106373,0.594844087809576,0.6119635497113429,0.5892319702422717,0.6220731005715774,0.5900756200461155,0.6265801684339583,0.653685850550718,0.6635466943220495,0.5958742617610615
n_estimators-100-learning_rate-0.001-max_depth-6,3,0.6147709384291041,1.8289090495291078,100,0.001,6,0.6773048672877955,1.8219147041384225,0.6016087453738381,0.5915957888763022,0.6104540904592535,0.5904785721153336,0.6172845193290775,0.5903123851208274,0.6272992833568076,0.6612140511024946,0.6624946710671045,0.5949672774900023
n_estimators-100-learning_rate-0.001-max_depth-6,4,0.6153979198852897,1.8287247725772957,100,0.001,6,0.6772798706678558,1.8216867604924176,0.6077960150305706,0.5975670771006223,0.614073735665178,0.5924943021715453,0.6184658098349689,0.5888814194403209,0.6259196963825254,0.6517683743075848,0.6617345919041032,0.5952781770154773
n_estimators-100-learning_rate-0.001-max_depth-6,5,0.6151718548204983,1.828670056374333,100,0.001,6,0.6790945701109312,1.821619061816638,0.6059564536677959,0.5936690793223733,0.6115247645039783,0.5874136657595612,0.6184612654519054,0.5918146564420436,0.6324941670698461,0.6549664835300844,0.6640809699597658,0.5913370424976288
n_estimators-100-learning_rate-0.001-max_depth-6,6,0.6160424927364752,1.8284439743003973,100,0.001,6,0.6773241714768228,1.821545035437758,0.6011524795226086,0.5990283773722328,0.6132560840606927,0.5931064931877861,0.6211092665277544,0.5873522936831461,0.6307754398437213,0.6551463748051936,0.6683068661844122,0.5911912521772044
n_estimators-100-learning_rate-0.001-max_depth-6,7,0.6137093379185179,1.8287708317482498,100,0.001,6,0.6768145401681858,1.821714369020316,0.5969918349991108,0.5983025606797352,0.6145872845522318,0.5930449252339733,0.6166147531993682,0.586377804766486,0.6258146279281522,0.654442358086936,0.6580226730582432,0.5928945566809428
n_estimators-100-learning_rate-0.001-max_depth-6,8,0.6151086932642074,1.8286314943375177,100,0.001,6,0.6777227949667626,1.821676407998193,0.6017426838179483,0.5960817270716329,0.612283361594105,0.5905119238914531,0.6230400337635527,0.586410660294249,0.624806621764272,0.6531295422825343,0.6699960475528512,0.5930843306094743
n_estimators-100-learning_rate-0.001-max_depth-6,9,0.6159736934314937,1.8284636989375886,100,0.001,6,0.6769615105815527,1.8215780642025325,0.6028975546307572,0.5979211957503718,0.6137432929869153,0.5942579872321369,0.6192669758112339,0.5863871252557225,0.6298304124245993,0.6577763281761995,0.665190962422509,0.5924650996244907
n_estimators-100-learning_rate-0.001-max_depth-8,0,0.6398935781644675,1.82163795355947,100,0.001,8,0.7538137615384845,1.806616692963758,0.6340641932613382,0.6232186448863206,0.6388071050557393,0.6196022126048721,0.6413255268074223,0.6172464379679417,0.6510331698577501,0.6866023820638658,0.6754846091522102,0.6115514999872138
n_estimators-100-learning_rate-0.001-max_depth-8,1,0.6384796436448197,1.8217784009369988,100,0.001,8,0.7525228193654814,1.8069634413512152,0.6315684746762869,0.6284880936545407,0.639811220171548,0.6133712079411704,0.6381488957918069,0.617485690476677,0.651797883283466,0.6787847455864673,0.6767641659863001,0.608576058879935
n_estimators-100-learning_rate-0.001-max_depth-8,2,0.6391969112525696,1.8214607606818525,100,0.001,8,0.7536544183033764,1.8066065971730936,0.6314876635343172,0.6247595701877208,0.6406422975047201,0.6167144525310544,0.6458706700225103,0.6188589406495143,0.6429672330469776,0.6825351682231565,0.6763134627605663,0.6118196540651588
n_estimators-100-learning_rate-0.001-max_depth-8,3,0.6383642325326694,1.822124536437634,100,0.001,8,0.7539654570198209,1.8069891675323753,0.6333495518287583,0.6235957761631868,0.6397543559732222,0.6123418174030615,0.6405803139754219,0.6164845852591142,0.6480834452227918,0.6844733703952992,0.6795391925782415,0.6054399165275963
n_estimators-100-learning_rate-0.001-max_depth-8,4,0.639594410583248,1.821727433824826,100,0.001,8,0.7543570982082553,1.806823881603096,0.6334309847193984,0.6234517056819882,0.637617754857517,0.6129836684586498,0.6452443526251774,0.6185728422231445,0.6535347177766713,0.6849013785939685,0.6770441023801395,0.6091625985158251
n_estimators-100-learning_rate-0.001-max_depth-8,5,0.6398858891663763,1.8217435783309277,100,0.001,8,0.7548880343381458,1.8066904732495217,0.627060700372898,0.6223364924788486,0.6406356405905327,0.6171799139523841,0.6435625593150582,0.6220967227773082,0.648694209990043,0.6868161513005446,0.683115487492665,0.607361013393482
n_estimators-100-learning_rate-0.001-max_depth-8,6,0.6386854006046077,1.821689568550644,100,0.001,8,0.7540054639232243,1.806773765214155,0.632779416701897,0.6225427645804354,0.6422247726787577,0.6156105478810888,0.643985265524771,0.6148895458439958,0.6485670784078543,0.6803297595156013,0.6774173251632911,0.6085075297483833
n_estimators-100-learning_rate-0.001-max_depth-8,7,0.637519580409121,1.8216758162664672,100,0.001,8,0.7540446355932724,1.8068414346406736,0.6266209385220555,0.62199843276687,0.6379056308166479,0.6146237554030993,0.6388504356750022,0.6148678566700412,0.6493933642201719,0.6822130534706717,0.6786873019349833,0.6100350346116674
n_estimators-100-learning_rate-0.001-max_depth-8,8,0.637973492011094,1.8217882863364985,100,0.001,8,0.7545037326980839,1.8067211211365244,0.627133537832681,0.6190848176252775,0.6399967752108178,0.6212459029313149,0.6419833529553697,0.6143672045702071,0.6428211195998488,0.6867893202265154,0.6785557377637581,0.6077571513951496
n_estimators-100-learning_rate-0.001-max_depth-8,9,0.6396238271746493,1.8216001585646375,100,0.001,8,0.7538019348176828,1.8067365595278972,0.6293429318902835,0.6231472617631585,0.6384508420514483,0.6164738651275685,0.6401199860803993,0.6161120750386031,0.65169200842595,0.6870416428234007,0.6764408255199464,0.6174168330257345
n_estimators-100-learning_rate-0.005-max_depth-10,0,0.6635991313344605,1.6343343926092484,100,0.005,10,0.8404578645112839,1.510547615023604,0.6550431523813965,0.6507317137578528,0.6652132263567246,0.6463794028354568,0.6686625652603306,0.6481106814257378,0.6702256328199424,0.7109467694963862,0.6945347173363279,0.6261434516744491
n_estimators-100-learning_rate-0.005-max_depth-10,1,0.6616800358453465,1.6356314705455417,100,0.005,10,0.840320957497954,1.5111690425900974,0.6525129375561076,0.651409770066077,0.6619279855642421,0.6407031240782597,0.6680312858864581,0.6505156520912474,0.6795844444934924,0.7059112778357269,0.6860452510494408,0.6201586298324127
n_estimators-100-learning_rate-0.005-max_depth-10,2,0.6630414580560243,1.6346193588843552,100,0.005,10,0.8421756689192399,1.5088609107112925,0.6574357785525335,0.6580088986709716,0.660098580261199,0.639305539349383,0.6702728098660582,0.6511484223166095,0.6670011131269824,0.7103276213003951,0.6926278603887507,0.6241879567273618
n_estimators-100-learning_rate-0.005-max_depth-10,3,0.6619530892179165,1.6358568896521362,100,0.005,10,0.8407351249578771,1.511095895008315,0.6497909919173377,0.6547391980989015,0.6632235863483438,0.639696555288773,0.6678949781909712,0.6472922086991492,0.6724004480780925,0.7047308663708759,0.6890139429639166,0.630748116222803
n_estimators-100-learning_rate-0.005-max_depth-10,4,0.6618248857744764,1.6356149750916387,100,0.005,10,0.840659585820703,1.5111923192258707,0.6518428906270398,0.6522531759131633,0.663443195043681,0.6423716724148113,0.6718369545378606,0.6489720485638135,0.6675345934379631,0.7075930855594863,0.6870698567726932,0.6253313848742512
n_estimators-100-learning_rate-0.005-max_depth-10,5,0.6648955202231557,1.6342943636872775,100,0.005,10,0.842232024446264,1.509538970730282,0.6476112922646344,0.6564316220115844,0.6666979540266136,0.6439922611682165,0.6706953174086978,0.6552424411420414,0.6743382820404429,0.7124772823233968,0.6926063636847815,0.6288623861611473
n_estimators-100-learning_rate-0.005-max_depth-10,6,0.6629671608832796,1.63540447253113,100,0.005,10,0.8407093558182261,1.5106547611340408,0.653027602457285,0.6561125454249938,0.664297734033763,0.6424633380215505,0.6720125079635417,0.6509521386605992,0.6703040145426364,0.7101273472084904,0.6837979815310258,0.6265763989889099
n_estimators-100-learning_rate-0.005-max_depth-10,7,0.6626706649489011,1.6354155099567578,100,0.005,10,0.8421663618763301,1.5101673661139912,0.6600962715401235,0.6554177389341602,0.6606122026064357,0.6425112431272108,0.6621024649326126,0.650998538394487,0.671055973253438,0.7020188575838959,0.6960657099201495,0.6258276491964984
n_estimators-100-learning_rate-0.005-max_depth-10,8,0.6625679366095716,1.6351522312725186,100,0.005,10,0.8418437005469184,1.5102391396313468,0.6489924891371303,0.6517954069282644,0.6605947496190694,0.6445845805426373,0.6706229729534878,0.651951563920326,0.671754812675513,0.7078644334683815,0.689501433094253,0.6280169237566533
n_estimators-100-learning_rate-0.005-max_depth-10,9,0.6628340122878955,1.6354427567348953,100,0.005,10,0.8407701032500121,1.5104162400764332,0.6534957273421143,0.6505239691838494,0.6603323004932021,0.6436689101688102,0.663423778985011,0.6578863480156996,0.6729730636868416,0.712065546488373,0.6893772139387202,0.6245932645763336
n_estimators-100-learning_rate-0.005-max_depth-4,0,0.5924070564765234,1.7137924686470463,100,0.005,4,0.6215845850873564,1.69896089988582,0.5750442651169528,0.561684517872683,0.5856274041992156,0.5704439969936617,0.6010604300206477,0.5580563280255907,0.6078009124534567,0.6365108958796176,0.6507077117329725,0.5771341024704348
n_estimators-100-learning_rate-0.005-max_depth-4,1,0.5933066104104697,1.713722583658098,100,0.005,4,0.6207890608030195,1.6993808281174627,0.5837294058571102,0.5740042241075178,0.5843137954169841,0.5650318773666718,0.5958872113188908,0.5595901140849677,0.6126072609342508,0.6321403966360802,0.6498993427031652,0.5758624756790588
n_estimators-100-learning_rate-0.005-max_depth-4,2,0.5938098603780946,1.7122346156000006,100,0.005,4,0.6210669452900309,1.6981850891694257,0.5797124267164381,0.5780634013757358,0.5901574692305787,0.574859412677813,0.602299388361823,0.5575855685799506,0.6045872176348047,0.6328555988919388,0.6435981710458003,0.5743799492660622
n_estimators-100-learning_rate-0.005-max_depth-4,3,0.591358548920592,1.715294480052759,100,0.005,4,0.6200444141021064,1.7007147584017772,0.5757105462671404,0.5691531779068261,0.588231247792636,0.5689198810471199,0.5990438281369767,0.5571585446960619,0.6036716773502757,0.6244731865390433,0.6503005051348288,0.576922894335011
n_estimators-100-learning_rate-0.005-max_depth-4,4,0.5932570283061398,1.7131709962096173,100,0.005,4,0.6215276554462277,1.6988603886922893,0.5847921978017874,0.5706115194756157,0.5924739256580631,0.5657133386284576,0.5990933847480184,0.5602955470546339,0.6064052973428262,0.6318873494380278,0.6480406399208771,0.5732570829930915
n_estimators-100-learning_rate-0.005-max_depth-4,5,0.5944018547482102,1.7126491117426905,100,0.005,4,0.6228749337792655,1.6984185936614224,0.5834903913921832,0.5689628624275356,0.5871557523531931,0.5708834490574985,0.5994469136090566,0.5631733686404505,0.6125938596068918,0.6351297709623078,0.6535989018840176,0.5695832775489664
n_estimators-100-learning_rate-0.005-max_depth-4,6,0.5965135704994712,1.7129410571746895,100,0.005,4,0.6227238654110765,1.6998151406028312,0.5847578324300721,0.5739939475707616,0.5936283061272185,0.5714602149232983,0.6017489904637356,0.5670831590032761,0.6114344859995515,0.6356642129421437,0.6485306380708509,0.5768339174638031
n_estimators-100-learning_rate-0.005-max_depth-4,7,0.5927838102629664,1.7142836873371574,100,0.005,4,0.6215038892611916,1.6997250527059478,0.5780159452257285,0.5766079465704855,0.5894034714317413,0.5665314422102571,0.5926910316246832,0.5608374450692024,0.6064317309250464,0.6325759402909096,0.6486205812640873,0.576122568017523
n_estimators-100-learning_rate-0.005-max_depth-4,8,0.5916029790537195,1.714587401008983,100,0.005,4,0.6210873215987563,1.6999058386162251,0.5722622758840613,0.5665541287881386,0.5886431207029228,0.5678587469873404,0.5977367526489308,0.5567436649395064,0.6123415635023891,0.6314631653914855,0.650811788892782,0.5716145827996375
n_estimators-100-learning_rate-0.005-max_depth-4,9,0.5943216968492213,1.7133594666469194,100,0.005,4,0.6220462913728642,1.6989943487407335,0.5796296091422307,0.567287924689656,0.5880032123428834,0.5714348981983561,0.5985334346722608,0.5635125870511465,0.6099777643950552,0.6372503481803897,0.647448806320587,0.5801383834996479
n_estimators-100-learning_rate-0.005-max_depth-6,0,0.6208177980270729,1.6793570221213276,100,0.005,6,0.6914004853114776,1.641175964514926,0.6106689608819686,0.5961640084085744,0.6188939488573133,0.6000205278225335,0.6264473803929683,0.5927293190776256,0.6345298406195636,0.666568025049254,0.6677493304923516,0.5944066386685773
n_estimators-100-learning_rate-0.005-max_depth-6,1,0.6214369031367859,1.679473410756928,100,0.005,6,0.6909235833698698,1.6420743203937196,0.6096766425853607,0.6045350100871019,0.6199625623130984,0.5948588164722921,0.6234136593004493,0.5947799265576739,0.6350428042565843,0.6640467260621385,0.6707700512598863,0.5972828324732737
n_estimators-100-learning_rate-0.005-max_depth-6,2,0.621896824676347,1.6786842782847384,100,0.005,6,0.6918224352017702,1.64104987638192,0.6125751754617207,0.6030966096348362,0.620289774578421,0.5950670605639707,0.6278196539942424,0.5981080108514196,0.6345699983637187,0.6653455686616656,0.6650151975880877,0.5970811970653886
n_estimators-100-learning_rate-0.005-max_depth-6,3,0.620896986748695,1.6807918617561637,100,0.005,6,0.6914704467033741,1.643024610155751,0.6058897650773857,0.6029412185073809,0.6163834117380702,0.5950668960221535,0.6252433402184069,0.5941571851993442,0.6348271054642313,0.6681171788167284,0.6673519801784129,0.5989917862648352
n_estimators-100-learning_rate-0.005-max_depth-6,4,0.6218550689936355,1.6793902883326033,100,0.005,6,0.6918377186096805,1.6416385660344868,0.6135256434123497,0.6060471784838694,0.6212544041180008,0.5968329919751059,0.6265720119857983,0.5987154375454982,0.6311322230461611,0.6632215219151157,0.669609687662508,0.5916395897919494
n_estimators-100-learning_rate-0.005-max_depth-6,5,0.6225646856525326,1.6796309223121724,100,0.005,6,0.6929881204435822,1.6420046198572904,0.6142980062601371,0.6041425083429722,0.6207018648654894,0.5965066842116424,0.6264232313076209,0.5972008829039612,0.6357513970533877,0.6655226997226967,0.6702607974222086,0.5948387844352097
n_estimators-100-learning_rate-0.005-max_depth-6,6,0.6221634715445667,1.6791508408652525,100,0.005,6,0.6916793621511742,1.6414409277573578,0.6083399706715826,0.6033320891112696,0.6211163151428987,0.6008860708504763,0.6250365001963578,0.5936621641856067,0.6353685621704743,0.6653338491093903,0.6719582005360911,0.5966009934715215
n_estimators-100-learning_rate-0.005-max_depth-6,7,0.6208944875632029,1.6800096747947848,100,0.005,6,0.6912161701069803,1.6420715536209252,0.6064048790634233,0.600298101236465,0.6209811042717353,0.5925989262304754,0.6222021355173447,0.5953978989732304,0.6341306812715207,0.6682919605410693,0.6709676515709982,0.5976715369557665
n_estimators-100-learning_rate-0.005-max_depth-6,8,0.6207562667546233,1.6798579978149608,100,0.005,6,0.6921388649102598,1.6420846778164613,0.6076056421727671,0.6036253499074297,0.6188811593597587,0.5940414535204055,0.6267093385489969,0.5930294285979265,0.635463214669272,0.6607831367009019,0.6720712031184317,0.5953527409503432
n_estimators-100-learning_rate-0.005-max_depth-6,9,0.6220640446201035,1.6795811053115965,100,0.005,6,0.6911972310392664,1.6421900194673245,0.6117457999681255,0.6022884346491117,0.6199981977330403,0.5979701160370525,0.6243925995313037,0.60044422823104,0.6376076045880217,0.6608247520123589,0.6703801350469347,0.5949885784040452
n_estimators-100-learning_rate-0.005-max_depth-8,0,0.6443371835609353,1.6544057010254931,100,0.005,8,0.769704711018157,1.5783355174200042,0.6353766535166783,0.6274927029597817,0.6456129449673791,0.6212118969788347,0.6513618108328227,0.6223097229322003,0.6572056754876927,0.6912073134879666,0.680396911654681,0.6111962027913151
n_estimators-100-learning_rate-0.005-max_depth-8,1,0.6436468953839396,1.65502142246372,100,0.005,8,0.7703865993746061,1.5787746391366766,0.6358336605462771,0.6331737518620758,0.6492824316369263,0.6191402477370704,0.6467908599589802,0.6225584503862244,0.6575151187059413,0.686180131514092,0.6806081481501545,0.6053861533416532
n_estimators-100-learning_rate-0.005-max_depth-8,2,0.6472567184760255,1.652859704951274,100,0.005,8,0.7720449931203748,1.5769820519484685,0.636655494393134,0.632875517783767,0.6494086773747234,0.6244697394382841,0.6550658698433393,0.6259897856185443,0.6572576695115719,0.6906525329518313,0.6831030799704512,0.6170888178746082
n_estimators-100-learning_rate-0.005-max_depth-8,3,0.645364762070473,1.655160963350633,100,0.005,8,0.7699318090710706,1.5794964254972759,0.6368003599997091,0.6345063519784879,0.6424147828549915,0.6229946004984636,0.6475024722331296,0.623809076063749,0.6555110518202514,0.6886639499333855,0.682063517348044,0.6193814579745185
n_estimators-100-learning_rate-0.005-max_depth-8,4,0.6451383436510907,1.65458543527919,100,0.005,8,0.7707432514681555,1.5785322275189853,0.6348167141520937,0.6353023230914946,0.6449541661568883,0.6237497118358427,0.6457209184772986,0.6314424194724937,0.652529853230143,0.6890291416158396,0.6820339730339204,0.6118042154448926
n_estimators-100-learning_rate-0.005-max_depth-8,5,0.6450941335211964,1.6545182397201448,100,0.005,8,0.7711749981871892,1.5782346532324345,0.6354758853182995,0.6263061743177629,0.6441867150180243,0.6257318705281588,0.652451520719594,0.6284441759232461,0.6568970722603489,0.6887159077068543,0.6818077197038475,0.6109242937158279
n_estimators-100-learning_rate-0.005-max_depth-8,6,0.6447097080047894,1.6547449906299097,100,0.005,8,0.7710059943842342,1.5780802922994943,0.6353705168028874,0.6333594509869855,0.6484549127030982,0.6222610695294444,0.6455903377509917,0.6269607120379614,0.6569980686566412,0.6852877660958618,0.6781912930806564,0.6146229524033655
n_estimators-100-learning_rate-0.005-max_depth-8,7,0.6438547820299126,1.6553182876443908,100,0.005,8,0.771337666983908,1.5786520183487265,0.6341732269356593,0.6267598439312495,0.6453681091971429,0.62588996875858,0.6443039506678621,0.6260228036754697,0.6549096093544033,0.6870316782491197,0.6820680958764456,0.6120205336531934
n_estimators-100-learning_rate-0.005-max_depth-8,8,0.6437637349394796,1.6550207543636055,100,0.005,8,0.7713387382978802,1.5783571748792304,0.6333935596473018,0.6281075663937282,0.6444563043901412,0.622957943603477,0.6519268761056968,0.6241670579641174,0.6543651047091827,0.6883053622547959,0.6807202666848666,0.6092373076414872
n_estimators-100-learning_rate-0.005-max_depth-8,9,0.6464895431356318,1.6534632359299248,100,0.005,8,0.7704162782878725,1.578262283601252,0.6362464539213701,0.6332443242609427,0.6445548059157834,0.6266493023605839,0.6502820446404053,0.6221358773540948,0.6621648588608255,0.6921104455823803,0.6794667214735004,0.6180405969864311
n_estimators-100-learning_rate-0.01-max_depth-10,0,0.6680386778750605,1.5129661110434436,100,0.01,10,0.8599797038823966,1.2776172028172936,0.6577173731430488,0.6603507670606373,0.6699801897815202,0.6444773367762533,0.6728100137465258,0.6577479678295578,0.6767662850991918,0.7163407055283522,0.6949528493925821,0.629243290392937
n_estimators-100-learning_rate-0.01-max_depth-10,1,0.668990044119242,1.5126365240280564,100,0.01,10,0.860052938796007,1.2784448717784858,0.6563712899933383,0.6593286481919407,0.667978651326666,0.6448905155489033,0.6747481207289507,0.6620786345443344,0.6859618346217413,0.7133104933392465,0.6915619436965792,0.6336703092007194
n_estimators-100-learning_rate-0.01-max_depth-10,2,0.6706260265842869,1.511132877226093,100,0.01,10,0.8610898831972994,1.275755909374722,0.658009316012501,0.666032292759958,0.6714435136356192,0.6527395511050043,0.6787868527698069,0.6626993395987486,0.6748444434015618,0.7117145793939912,0.6976910829041254,0.6322992942615535
n_estimators-100-learning_rate-0.01-max_depth-10,3,0.6692740183626579,1.5134254686169624,100,0.01,10,0.8598253271641774,1.2795790763012154,0.6560231724879877,0.659661089043936,0.6731176370252104,0.6501560966269684,0.6783620446383992,0.6536159967901087,0.6785838815881848,0.713615139423435,0.6914721668302403,0.6381329591721073
n_estimators-100-learning_rate-0.01-max_depth-10,4,0.669644026006841,1.5126178865311344,100,0.01,10,0.8595906892697185,1.280104466829621,0.6631961032803572,0.6585594211431056,0.66487360994352,0.6515865623732731,0.6721304607758902,0.657087316131748,0.6769232545727433,0.7216106736907459,0.6956539171652594,0.6348189409917675
