condition,seed,avg_test_pcc,avg_test_rmse,min_samples_split,max_features,subsample,avg_train_pcc,avg_train_rmse,fold01_test_pcc,fold02_test_pcc,fold03_test_pcc,fold04_test_pcc,fold05_test_pcc,fold06_test_pcc,fold07_test_pcc,fold08_test_pcc,fold09_test_pcc,fold10_test_pcc
min_samples_split-2-max_features-log2-subsample-0.7,6,0.7215506693401215,1.3059555942309422,2,log2,0.7,0.9995909656498533,0.057404672279887735,0.7006267321051096,0.7262643241840265,0.7175566721401235,0.703157946501896,0.7198039063328925,0.7365839890793732,0.7203720551681266,0.7779459274129917,0.7223737132213627,0.690821427255313
min_samples_split-2-max_features-log2-subsample-0.7,7,0.7210431927289342,1.3069807802457933,2,log2,0.7,0.9995963935823804,0.05703633037862953,0.698201044167011,0.727984753789436,0.7170835063891369,0.7037323798332876,0.7207677130377097,0.7391303163677613,0.721094761460759,0.775812543647477,0.7211255296856168,0.6854993789111475
min_samples_split-2-max_features-log2-subsample-0.7,8,0.7206382522720135,1.3077375456126101,2,log2,0.7,0.9995972301120866,0.05694427081591066,0.6983956634568704,0.7296639861990739,0.709694372827184,0.7023153432060883,0.7215908065061043,0.7336058269936948,0.7205549276069171,0.7775653578158117,0.7243589166469002,0.6886373214614908
min_samples_split-2-max_features-log2-subsample-0.7,9,0.7205341342591511,1.3077711010839224,2,log2,0.7,0.9995961388589427,0.05703912272777421,0.7032451146393097,0.7230120592206558,0.7123834988919403,0.7027577687147326,0.7212160131306956,0.7369440987196574,0.719605183647714,0.7768427716073368,0.7215994054997107,0.6877354285197582
min_samples_split-2-max_features-log2-subsample-0.8,0,0.7205467154440373,1.3079950799843032,2,log2,0.8,0.9996752671943888,0.051083496179622656,0.6977986558363055,0.726515390980323,0.7133174659430362,0.706877284255616,0.7200146229523117,0.7366254807023948,0.7202216598690091,0.774401721406226,0.7214195072971491,0.6882753651980013
min_samples_split-2-max_features-log2-subsample-0.8,1,0.7214242162020064,1.306541084659457,2,log2,0.8,0.9996752984017482,0.051048780315235784,0.6954530724388583,0.728838497558028,0.7139130118329281,0.7068437578018157,0.721144002890967,0.7363457793688365,0.7188560882875062,0.7761884751041696,0.7277527304617968,0.6889067462751581
min_samples_split-2-max_features-log2-subsample-0.8,2,0.7203664034586167,1.3085789710793847,2,log2,0.8,0.9996729389249743,0.05123820047621057,0.6984828287622761,0.7270972927029083,0.7146618901048722,0.701243238992683,0.7195035547038734,0.7343261758464354,0.7172109775980224,0.7757742002223241,0.7272338819551808,0.6881299936975896
min_samples_split-2-max_features-log2-subsample-0.8,3,0.7204846843652364,1.3084791363307624,2,log2,0.8,0.9996782636538939,0.050814173619657343,0.7012521374933239,0.7296606993407271,0.7121350818480648,0.6998965506913687,0.7202145649081738,0.7335955664728919,0.7199085528806776,0.775430569106493,0.7224225543765613,0.690330566534081
min_samples_split-2-max_features-log2-subsample-0.8,4,0.7208507827902311,1.3076425317895535,2,log2,0.8,0.9996716589776365,0.05134145200048873,0.6994667024439449,0.726357306512606,0.7120059024762365,0.7052854179856497,0.7220555777321948,0.736222652797397,0.7221665662952678,0.778480833204594,0.7202759538380893,0.686190914616329
min_samples_split-2-max_features-log2-subsample-0.8,5,0.7208410025382767,1.3074556119458685,2,log2,0.8,0.999679114793324,0.05074788762904793,0.6970834617014741,0.729430055384671,0.7167644178557667,0.7043652129412472,0.7175818000427906,0.7378969628849096,0.7182338322847652,0.7759672244015061,0.7238621922886835,0.6872248655969526
min_samples_split-2-max_features-log2-subsample-0.8,6,0.7215105563906328,1.3064008008438392,2,log2,0.8,0.9996725710862504,0.051279756193710904,0.7006793184343224,0.727007028009036,0.7157163839647366,0.706806892050029,0.7188815580817831,0.7344760178576226,0.7185070157463963,0.7777546848783169,0.7235088441092837,0.6917678207748003
min_samples_split-2-max_features-log2-subsample-0.8,7,0.7199188877194505,1.3091932812703295,2,log2,0.8,0.9996801763186032,0.050681426562977396,0.6957212705454243,0.7265712628223022,0.7139836904670435,0.7012946067996141,0.7194535561184368,0.733726533903715,0.7191773277292013,0.7782007271550578,0.7235425343216288,0.6875173673320802
min_samples_split-2-max_features-log2-subsample-0.8,8,0.7207677485785043,1.3078867426602727,2,log2,0.8,0.9996769809691957,0.05090939969300625,0.6986520576930635,0.7273760348288865,0.7156956094907909,0.7008275459832596,0.7204932697031254,0.7345984701273657,0.7223346998973666,0.7782897656090146,0.7233236670950831,0.6860863653570881
min_samples_split-2-max_features-log2-subsample-0.8,9,0.7199548035862223,1.3094972077901996,2,log2,0.8,0.9996764063491144,0.05097192949352708,0.6999462093859262,0.7277321217656655,0.7134841034105094,0.7027458640437946,0.7167158800243723,0.7363760261776738,0.7212894061630905,0.7743450182975409,0.7228019658401674,0.6841114407534834
min_samples_split-2-max_features-log2-subsample-0.9,0,0.7207282530251836,1.308086072795793,2,log2,0.9,0.9997200882463335,0.04736727185949692,0.7039869477296079,0.7265968643754456,0.7111814765537184,0.7034370928786535,0.720220282511026,0.7353401752155575,0.7210295994317962,0.7759227066433397,0.7228199162174382,0.6867474686952542
min_samples_split-2-max_features-log2-subsample-0.9,1,0.7210594670374647,1.3074640251758194,2,log2,0.9,0.9997191177916276,0.047424370344980496,0.7003511306747359,0.728753234650479,0.7103003741994699,0.704854768300688,0.7197421797656033,0.7345974692829137,0.7226379787106092,0.777906882548708,0.7231837795832124,0.6882668726582272
min_samples_split-2-max_features-log2-subsample-0.9,2,0.7197924844581997,1.3098019971212556,2,log2,0.9,0.9997160134618298,0.047691092768776595,0.6991782286079846,0.7273073725068777,0.7110721643622759,0.7055612605099328,0.7203264523345226,0.7330930017030277,0.719977957702483,0.7760349644357967,0.7208597716726363,0.6845136707464599
min_samples_split-2-max_features-log2-subsample-0.9,3,0.7206225983755716,1.308445804459465,2,log2,0.9,0.9997232765874291,0.04708089874833403,0.7020691265460804,0.7279432082353756,0.7095668761915572,0.7024081048122993,0.7219229133066575,0.7335023274588317,0.7213017492449028,0.7759231878130015,0.7238999423120774,0.6876885478349326
min_samples_split-2-max_features-log2-subsample-0.9,4,0.7200871011180946,1.309426000817,2,log2,0.9,0.9997197335718984,0.047384252415232156,0.6999034871770224,0.7270921022417003,0.7095037962551087,0.7045558643832918,0.7198668754493576,0.7320924299048167,0.7215886176326328,0.7743810089297498,0.7231578375678913,0.688728991639375
min_samples_split-2-max_features-log2-subsample-0.9,5,0.7204452944144228,1.3086071285344194,2,log2,0.9,0.9997219885214805,0.04718368257083982,0.6987586990284409,0.728495022713051,0.7132520659512703,0.7026190536219653,0.7191913533664018,0.7339143393068165,0.7211833005144994,0.7763526189722959,0.7239534949936077,0.6867329956758794
min_samples_split-2-max_features-log2-subsample-0.9,6,0.7204072012434446,1.3087873022494723,2,log2,0.9,0.9997182339395841,0.047511205941519544,0.6991332417688094,0.7262030995559902,0.7134520626841194,0.7050240534176867,0.7192637542035526,0.7323446373593062,0.7212938134974713,0.7775957153242211,0.7213668706834238,0.688394763939866
min_samples_split-2-max_features-log2-subsample-0.9,7,0.7203264996902036,1.3085273148654997,2,log2,0.9,0.9997249730440151,0.046935311350146613,0.6927932805875812,0.727117793230296,0.7139339227525777,0.7043157819673033,0.719350275329255,0.7338887631771681,0.719768343123409,0.7768941521819571,0.7250178741086118,0.6901848104438768
min_samples_split-2-max_features-log2-subsample-0.9,8,0.7208382032333962,1.3077698543178455,2,log2,0.9,0.9997203342819905,0.047330367520783484,0.7002058767322158,0.7289295865520523,0.712717988320227,0.7033600015002751,0.7211520244601433,0.7325713993357796,0.7204552245456957,0.7768454486347396,0.7242238272214281,0.687920655031405
min_samples_split-2-max_features-log2-subsample-0.9,9,0.7200963366184279,1.308955108565621,2,log2,0.9,0.9997225205802325,0.047131930930114065,0.6988951128687747,0.7275179399246116,0.7111334093608143,0.7042974349443526,0.7196203869999325,0.7343825327853646,0.7196642832403325,0.7763377587264106,0.722140175931977,0.686974331401707
min_samples_split-2-max_features-log2-subsample-1.0,0,0.7207498163814146,1.308319689950903,2,log2,1.0,0.9997264107214697,0.04677495054585265,0.6977829217983809,0.7290142039746496,0.7126634810081032,0.7038052385141907,0.7191589566769586,0.7354341885654538,0.7215327501693938,0.7745099317458277,0.7257007375387164,0.6878957538224709
min_samples_split-2-max_features-log2-subsample-1.0,1,0.7198010800362937,1.3098230159239277,2,log2,1.0,0.9997263093656732,0.0467921004115537,0.6980449825163604,0.7262456746785885,0.7128542017868047,0.7033237875044016,0.7205126553217368,0.7336298911258383,0.7201515047800644,0.7748426657879738,0.7248884738300686,0.6835169630311001
min_samples_split-2-max_features-log2-subsample-1.0,2,0.7200042099928952,1.309707963540517,2,log2,1.0,0.9997279702952422,0.04663775303371863,0.6973352328773824,0.7230751372042438,0.7110164745690487,0.7051534684272501,0.7219967613015472,0.7332169313364183,0.7232469435572321,0.7741300750289146,0.7232715343757381,0.6875995412511757
min_samples_split-2-max_features-log2-subsample-1.0,3,0.7205177560376228,1.3086312499939023,2,log2,1.0,0.9997255060218928,0.046855368579250975,0.6990670011523741,0.7260820633833767,0.7125871658017369,0.7029054149388273,0.7213610880366159,0.7333236197678947,0.7198334983021621,0.7763430026170486,0.7245205621883966,0.6891541441877954
min_samples_split-2-max_features-log2-subsample-1.0,4,0.7205093054777674,1.3085021060603732,2,log2,1.0,0.9997279944254593,0.046633246785645836,0.6986155528427963,0.7271204616406088,0.7127674044347674,0.7047062956542421,0.720470276843425,0.7339003372235015,0.7202131711080187,0.7739986867683377,0.7253376031161116,0.6879632651458647
min_samples_split-2-max_features-log2-subsample-1.0,5,0.720447504778299,1.3087469287533615,2,log2,1.0,0.9997231178878145,0.047076861358128816,0.6970301980861042,0.7274582535319073,0.7135501677382041,0.7009175307203912,0.719788500016487,0.7349229211652962,0.7220111533035445,0.775467344105539,0.7236997922244308,0.6896291868910868
min_samples_split-2-max_features-log2-subsample-1.0,6,0.720478576470295,1.3087424744747145,2,log2,1.0,0.9997289213379272,0.046569484938029426,0.6958130080185512,0.7263750491741408,0.7160866562347452,0.7045515625464158,0.7203816156769077,0.7342492035431347,0.7234558703264294,0.7760906495045732,0.7193612492060014,0.68842090047205
min_samples_split-2-max_features-log2-subsample-1.0,7,0.7208816584363675,1.3079382643775876,2,log2,1.0,0.999728061069885,0.046634559762935776,0.7001820944230311,0.7273524257421092,0.7137011945135537,0.7036596999655944,0.7214766684059348,0.7331404009719512,0.7200454094513878,0.7749507890035728,0.7232764498745891,0.6910314520119508
min_samples_split-2-max_features-log2-subsample-1.0,8,0.7216137768245465,1.3066936561334344,2,log2,1.0,0.999731173764084,0.04635831953918087,0.7002219294302562,0.7286769468049481,0.7166527591956349,0.7019760166982084,0.7219809472620606,0.7341782987055765,0.722905634059116,0.7746621335968465,0.722502069283733,0.6923810332090847
min_samples_split-2-max_features-log2-subsample-1.0,9,0.7205521529786891,1.3086439726067152,2,log2,1.0,0.9997306984377822,0.046411010147713753,0.6968354095622814,0.7276838570836575,0.7145662651170228,0.7040836557770259,0.7199085765411046,0.7335981467817301,0.7209432137727181,0.7763132520476487,0.721083166946867,0.6905059861568342
min_samples_split-2-max_features-sqrt-subsample-0.5,0,0.7221166134130119,1.303451504035999,2,sqrt,0.5,0.9999667007461912,0.016289648085986756,0.7038554030391193,0.7278941075054786,0.7126173546572852,0.7085581634645398,0.7222402625712698,0.7391879266130593,0.7211190791751684,0.7748227539977032,0.7213530463712949,0.6895180367352003
min_samples_split-2-max_features-sqrt-subsample-0.5,1,0.7217915776803427,1.3038690019653452,2,sqrt,0.5,0.9999668425920595,0.016255138844627842,0.7032227817036976,0.7266735201398558,0.7164870518785177,0.7027335025558605,0.7250918728607508,0.7397652522468874,0.7234576635696166,0.7716788565997368,0.7244956368635508,0.6843096383849535
min_samples_split-2-max_features-sqrt-subsample-0.5,2,0.7214489522538527,1.3046072482540683,2,sqrt,0.5,0.999967431459814,0.016106886977168385,0.7032494734069613,0.7271043937235943,0.7117359703291889,0.706912556967151,0.725460366692037,0.7374545438611259,0.7246813134872897,0.7717720074301256,0.7235802268310947,0.6825386698099585
min_samples_split-2-max_features-sqrt-subsample-0.5,3,0.7205128785906563,1.3062457810709271,2,sqrt,0.5,0.9999667123652021,0.01628231822825759,0.7013161731512727,0.7242330607776809,0.7077407082474321,0.708126124893202,0.7219844729357824,0.7362069985551887,0.720914692636147,0.7738589317597747,0.7236156007523205,0.6871320221977624
min_samples_split-2-max_features-sqrt-subsample-0.5,4,0.7221725590956004,1.3036023078590953,2,sqrt,0.5,0.9999670700286114,0.016196682661414427,0.7041617438968448,0.7248087747770959,0.711081634762224,0.7082181358872849,0.7242181166934747,0.7379236579739765,0.7245243163645351,0.7741316914428453,0.7229578273486984,0.689699691809025
min_samples_split-2-max_features-sqrt-subsample-0.5,5,0.720903215043755,1.3056231138532133,2,sqrt,0.5,0.9999671080282109,0.01618792013941796,0.7019691660442452,0.7291816486121693,0.7081331406826705,0.7048454005200011,0.7250218277163648,0.7382200794841977,0.7203971699526805,0.7757121373697641,0.7203066259308819,0.6852449541245745
min_samples_split-2-max_features-sqrt-subsample-0.5,6,0.7221941286296191,1.303224063095659,2,sqrt,0.5,0.9999667875797963,0.016269996632602476,0.7010363593794289,0.731666232834873,0.7132240130872449,0.7057298574858067,0.7255508019250222,0.7361983005811266,0.720321787346968,0.7737305204423592,0.7284749435327886,0.6860084696805716
min_samples_split-2-max_features-sqrt-subsample-0.5,7,0.721768430713065,1.3037670442909135,2,sqrt,0.5,0.9999670609127465,0.016197619731564257,0.7043485311684763,0.7292605059179674,0.714315234206407,0.7050740883501961,0.7227443214900184,0.7361942857980567,0.7212145825665921,0.7741407212112834,0.7237140885208295,0.686677947900823
min_samples_split-2-max_features-sqrt-subsample-0.5,8,0.72067498066363,1.305892607647999,2,sqrt,0.5,0.9999665691111437,0.01631847210646081,0.705550060741254,0.7250651989198156,0.7114524809948111,0.7076223685761712,0.7204764102313013,0.739149633842486,0.7173236709765584,0.7742037311042621,0.7206441034859229,0.6852621477637174
min_samples_split-2-max_features-sqrt-subsample-0.5,9,0.722218602731709,1.30335973425973,2,sqrt,0.5,0.9999666498906359,0.016298018725866767,0.7059735997834549,0.7282957221111888,0.7117767612398079,0.7088280323844797,0.7233901324353043,0.738453522828,0.7211675902390335,0.7714852353534819,0.7250366462009052,0.6877787847414343
min_samples_split-2-max_features-sqrt-subsample-0.6,0,0.7211048290607122,1.3053742460222166,2,sqrt,0.6,0.9999795241483243,0.012777767482240543,0.7057652185761222,0.7288149931368637,0.7097263369240647,0.7057358491197497,0.7244247932061745,0.7386108643249839,0.720311834441909,0.772755385002657,0.7179695285810151,0.6869334872935811
min_samples_split-2-max_features-sqrt-subsample-0.6,1,0.7218070903150529,1.3041731721621912,2,sqrt,0.6,0.9999795527010118,0.012767788536455969,0.7066889383027207,0.7266123944281832,0.7105402161746384,0.7097646918953827,0.7215081128700717,0.7395072224175219,0.7200072322917729,0.7746727169720322,0.7227495854650843,0.6860197923331207
min_samples_split-2-max_features-sqrt-subsample-0.6,2,0.7220913350909263,1.3038966387583606,2,sqrt,0.6,0.9999798914956424,0.012660110949117226,0.7028315729074696,0.7299424535740552,0.712789507651477,0.7075120242663774,0.7215783775408836,0.7410022858334487,0.7220929523352188,0.7741751045724592,0.7248956251138303,0.6840934471140435
min_samples_split-2-max_features-sqrt-subsample-0.6,3,0.7225735103080352,1.302686940463762,2,sqrt,0.6,0.999979567924164,0.012766050966314465,0.7049931326690444,0.7249270965466073,0.7121777643576244,0.7045452246172751,0.7260093497604866,0.7413642344324997,0.7235150991378558,0.7716140895198381,0.7267718496016277,0.6898172624374928
min_samples_split-2-max_features-sqrt-subsample-0.6,4,0.7202746647290825,1.3072533986404553,2,sqrt,0.6,0.999979796325286,0.012689061426837688,0.7046462355242018,0.7266215743415061,0.7081043153701002,0.7033102784495282,0.7230552767605735,0.7359400228078371,0.7234840968028715,0.7733239211657312,0.7207600398600632,0.6835008862084136
min_samples_split-2-max_features-sqrt-subsample-0.6,5,0.7221729807314907,1.303291276615805,2,sqrt,0.6,0.9999793978874416,0.012812901953381268,0.7045554989690246,0.7305563448359459,0.7108846663211656,0.7108066908227743,0.7247833209673087,0.7382636849916431,0.7195176398357348,0.7733692886150517,0.7275335875959746,0.681459084360284
min_samples_split-2-max_features-sqrt-subsample-0.6,6,0.721925378534183,1.303718061256265,2,sqrt,0.6,0.9999794974658476,0.012786049646477771,0.701415874803088,0.7279291695473554,0.7126189931631631,0.7072146375072813,0.724688758160943,0.736885434893554,0.7229493180077115,0.774388872028594,0.7251235659330312,0.6860391612971095
min_samples_split-2-max_features-sqrt-subsample-0.6,7,0.721706921108132,1.3045538672709331,2,sqrt,0.6,0.9999798212647276,0.012683506487537743,0.6999517272348615,0.7288938966192527,0.7120351975544591,0.7074335345047004,0.7232263547182245,0.7391369005922815,0.7248994386805822,0.7715877059450562,0.7213115753560663,0.6885928798758358
min_samples_split-2-max_features-sqrt-subsample-0.6,8,0.7214447097953001,1.3050129374794204,2,sqrt,0.6,0.9999794573390448,0.012794972382818426,0.7076287920921325,0.7257053605396688,0.7113248578565289,0.7066127040988677,0.7245492046872666,0.736735598792304,0.7219648810262367,0.771062387581122,0.7221621160216855,0.6867011952571875
min_samples_split-2-max_features-sqrt-subsample-0.6,9,0.7223370494393909,1.3030245115469798,2,sqrt,0.6,0.9999795958602624,0.012752590026449379,0.7039400474032429,0.7320838036993566,0.7103608472316031,0.7076644896956271,0.7218870632352584,0.7376863091287178,0.7223138669494761,0.7777075196597166,0.7230712285264852,0.6866553188644259
min_samples_split-2-max_features-sqrt-subsample-0.7,0,0.7212376148647087,1.3055351187826434,2,sqrt,0.7,0.9999845772075371,0.011109314874843252,0.7063896139540363,0.7258232236572933,0.7112829513695362,0.7051434860808898,0.724174188888031,0.7371383874656705,0.7224883835203241,0.7738332347538481,0.7218171049769655,0.6842855739804916
min_samples_split-2-max_features-sqrt-subsample-0.7,1,0.7210300041023824,1.3057575363846683,2,sqrt,0.7,0.9999844192903661,0.011164610534353917,0.7023221116641014,0.7278925640419962,0.713295041194789,0.707631770146472,0.7231396094994714,0.7353963101103809,0.723138427293926,0.7701639630315189,0.722980087313793,0.6843401567273749
min_samples_split-2-max_features-sqrt-subsample-0.7,2,0.7212072572209717,1.305873650200313,2,sqrt,0.7,0.9999846712365704,0.011070641666025087,0.7065575603327952,0.7283417383328846,0.7101174930703892,0.7064937098274104,0.7193414632485235,0.7356343888956249,0.7203300043194641,0.77447833261555,0.7249741499079487,0.6858037316591264
min_samples_split-2-max_features-sqrt-subsample-0.7,3,0.7202220906080828,1.307413728729332,2,sqrt,0.7,0.9999848164039195,0.011016473534213714,0.7027615352205242,0.7253673827838247,0.7114769952573721,0.705152909217544,0.7222597496336856,0.736001377701244,0.7187621162270053,0.772186274383563,0.7235588077880469,0.684693757868018
min_samples_split-2-max_features-sqrt-subsample-0.7,4,0.7208401073457027,1.3064535499768257,2,sqrt,0.7,0.9999843399066055,0.011188539082990426,0.7025990021383697,0.726364590457499,0.7118173854251212,0.706663488905743,0.7230409617964487,0.738134978682508,0.7230433147001843,0.7723489651269493,0.722762261572657,0.6816261246515469
