seed,pcc,rmse
0,0.7613432580660101,1.436069361258935
1,0.7594119987350387,1.439264862723811
2,0.7574835074788833,1.4442737109426538
3,0.7608813311046438,1.4346830509059671
4,0.7590408954963676,1.4383844852706344
5,0.7615336091697605,1.4353037051542885
6,0.760276287097009,1.437100853471269
7,0.7546901515776506,1.4496215321867307
8,0.7626858310350345,1.4317148053122746
9,0.7567033316629849,1.4447311094698962
