feature_name,PFI mean,PFI std
S;2;2;0;0-C;4;3;0;1-8.5,0.0018499433729716483,0.0003394318077272777
C;4;3;0;1-C;4;3;0;1-6.5,0.0018014156689794224,0.000469694507480106
N;3;2;1;0-C;4;3;0;1-8.5,0.0017805233077767453,0.0007986960678870934
C;5;3;0;0-C;4;3;0;1-10.0,0.0017733223384019873,0.0005586180906246941
VSA_EState1,0.0017678023670452717,0.0005547885624864285
C;5;3;0;0-C;4;2;1;1-8.5,0.001726126987289489,0.00044252482989183344
C;4;1;3;0-C;4;2;1;1-4.5,0.0017060232240129018,0.0005736300241966524
Chi4n,0.0016609340771015205,0.0003383495257527208
C;4;2;1;1-C;4;2;2;1-6.5,0.001651321889595873,0.00035405198737542185
C;4;3;0;0-C;4;2;2;1-8.5,0.0016409424901597987,0.00036483556727137694
C;4;2;1;1-N;3;2;0;1-4.5,0.001633509134222577,0.0002847913322409646
C;4;2;1;1-C;4;2;1;1-8.5,0.0016282305913105346,0.0008026891672320217
SMR_VSA1,0.001619160436516102,0.0003317373084853457
O;2;1;0;0-N;3;2;0;1-10.0,0.001580965746059356,0.00039851891531336
O;2;1;0;0-C;4;2;1;1-8.5,0.0015740253562928446,0.00047897818072261517
C;4;2;2;0-C;4;2;1;1-6.5,0.0015397164023446042,0.0005089994787697128
SlogP_VSA5,0.0014961685510630003,0.00034926004236628946
S;2;2;0;0-O;2;1;1;0-6.5,0.0014659779743472988,0.0007520987049687637
C;5;3;0;0-O;2;1;1;0-4.5,0.001464790450570097,0.0006502783570404112
C;4;2;1;1-C;4;2;1;1-6.5,0.00146173852552595,0.0004757407843185331
C;4;3;1;0-C;4;2;2;1-10.0,0.001427932013746865,0.00037412679631866266
N;3;2;1;0-C;4;3;0;1-4.5,0.0014215959751300042,0.0002952089173705155
EState_VSA8,0.0014115972231009614,0.00027464776129339295
C;4;3;0;1-C;4;3;0;1-10.0,0.001389168450682554,0.0005446899761801892
MinEStateIndex,0.0013799493716609565,0.0005192023990638164
C;4;1;3;0-C;4;2;2;1-8.5,0.0013772446696862803,0.0003290760374863206
C;4;2;2;0-C;4;3;0;1-4.5,0.0013759676220929996,0.00058815324545689
N;3;2;1;0-C;4;2;2;1-10.0,0.0013432030115981264,0.0003025906605267114
C;4;2;1;1-C;4;2;2;1-8.5,0.0013328965344249358,0.0003305985764128095
N;3;2;1;0-C;4;2;1;1-4.5,0.0013278852487591493,0.0005412553518919698
C;4;2;1;1-C;4;2;2;1-4.5,0.0013187969643074153,0.00033419977100368156
VSA_EState6,0.001313599698945626,0.0006091272052924986
O;2;1;0;0-C;4;2;2;1-6.5,0.0012978276806143016,0.0004109549967419912
C;4;2;2;0-N;3;2;1;0-6.5,0.001289219746667166,0.00026521076582431
S;2;2;0;0-C;4;2;2;1-8.5,0.0012812126215126323,0.00034998183430225475
MaxEStateIndex,0.00125817006197535,0.00036905070867826483
Kappa2,0.0012504901116448346,0.0002987453318373787
C;4;3;0;1-C;4;2;2;1-6.5,0.0012341221642607906,0.00018348905595823496
C;4;2;1;1-N;3;2;0;1-8.5,0.0012051316979571367,0.00021235980230645374
VSA_EState5,0.0011997517727481144,0.00043474319207530235
NumRotatableBonds,0.0011926272003132306,0.0002813741821709756
SMR_VSA7,0.001187865160792123,0.0004154228308223952
C;4;3;1;0-C;4;2;2;1-8.5,0.0011848948306388792,0.0002902144678812663
N;3;2;1;1-C;4;3;0;1-8.5,0.0011814436155763977,0.00038640573286691937
C;4;2;1;1-C;4;3;0;1-4.5,0.001154895390427672,0.0003053781373612138
C;4;2;2;0-C;4;2;1;1-10.0,0.0011519989591479891,0.00031235126287839754
C;4;1;3;0-N;3;2;0;1-8.5,0.0010968176308893685,0.00019503996436828606
S;2;2;0;0-C;4;3;0;1-10.0,0.0010940708040379646,0.00024821304492402197
C;4;3;0;0-N;3;2;1;1-10.0,0.0010900989526780684,0.0004414122786469751
C;4;2;2;0-C;4;2;1;1-8.5,0.0010799219527739582,0.0003767163798541833
SlogP_VSA1,0.0010442742306606652,0.0003276784539031761
O;2;1;0;0-C;4;2;2;1-10.0,0.0010169397305399342,0.0003277817903814662
C;4;3;0;1-C;4;2;1;1-6.5,0.0009996253311547521,0.00033828691862409664
O;2;1;0;0-N;3;2;0;1-8.5,0.0009932508042613437,0.0002213154868873507
C;4;3;1;0-N;3;2;0;1-10.0,0.000982700862007735,0.0002461754663063791
C;4;2;2;0-N;3;2;0;1-10.0,0.0009812367493327071,0.0002859397306095699
C;4;3;1;0-C;4;2;1;1-10.0,0.000975136884333457,0.0003787553840390116
N;3;2;1;0-C;4;2;1;1-8.5,0.0009452766001559531,0.0004273129568393419
FractionCSP3,0.0009425930884176685,0.0003540279740385975
S;2;2;0;0-N;3;2;0;1-10.0,0.0009418992950275595,0.00019082174701448508
VSA_EState2,0.0009335463732132899,0.0002736400933912669
N;3;2;1;0-C;4;2;1;1-6.5,0.000926487737762538,0.0003552333353916708
TPSA,0.0009182377947493066,0.00040871685337022626
N;3;2;1;0-N;3;2;0;1-8.5,0.0009111372879267888,0.0002342645524875235
C;4;3;0;1-N;3;2;0;1-8.5,0.0009040082163199847,0.00012843634100936165
C;4;2;2;0-C;4;2;2;1-6.5,0.0009036302023824809,0.00025243814089304545
C;4;2;1;1-C;4;3;1;1-6.5,0.0009023625539888002,0.00028369640707472365
C;4;3;1;0-N;3;2;0;1-8.5,0.0009007158493166541,0.0003656344573982814
C;4;1;3;0-N;3;2;0;1-10.0,0.0008938213274726843,0.00020518549285708076
C;5;3;0;0-C;4;3;0;1-6.5,0.0008935238241082074,0.0004892086650101437
S;2;1;1;0-C;4;2;1;1-6.5,0.0008911226322956453,0.0003066186506557761
C;4;3;1;0-C;5;3;0;0-8.5,0.0008868132495109278,0.00022977357020952926
C;4;3;0;0-C;4;3;0;1-6.5,0.0008823220735518371,0.0004511967597441912
C;4;2;1;1-N;3;2;0;1-6.5,0.0008816653705584155,0.0001844452856695114
SMR_VSA3,0.0008773796905369946,0.00026509516828041615
O;2;1;0;0-C;4;2;1;1-6.5,0.0008770891151617147,0.00029358737546821164
S;2;2;0;0-C;4;2;1;1-10.0,0.0008726039521797809,0.0004568809902010488
SMR_VSA4,0.000870325884471812,0.00034844875420525403
S;2;2;0;0-N;3;2;0;1-6.5,0.0008703199769145427,0.00019085230552256909
C;4;3;0;1-C;4;2;2;1-8.5,0.0008698994642456455,0.00020435888752448194
C;5;3;0;0-C;4;2;1;1-6.5,0.0008651415445740958,0.00044827808651920834
O;2;1;0;0-C;4;1;3;0-4.5,0.0008548234692119961,0.00037259645408788393
C;4;3;0;0-C;4;2;2;1-6.5,0.0008544703558484801,0.00016283001602147124
Kappa1,0.0008372547755796063,0.0003447032733423833
C;4;3;1;0-O;2;1;0;0-6.5,0.000834063196666801,0.0002081945287732897
N;3;2;1;0-N;3;2;0;1-10.0,0.0008331388291175338,0.0002653459373816435
BalabanJ,0.0008318235339059398,0.0004239394086020021
SlogP_VSA2,0.0008310376492056718,0.0004643253778882114
C;4;3;1;0-C;4;3;1;1-6.5,0.0008305516079644248,0.0002417722957565051
C;4;3;1;0-C;4;2;1;1-6.5,0.000819015931593788,0.000328680839394682
O;2;1;0;0-C;4;3;0;1-6.5,0.0008116584706795882,0.0004122798694274952
VSA_EState7,0.0008110932503091473,0.0004726841529431376
C;4;1;3;0-C;4;3;1;1-6.5,0.0008100511350931298,0.00018244591868530816
S;2;1;1;0-N;3;2;1;1-4.5,0.0008088285349062547,0.0004837242888786119
C;4;3;1;0-O;2;1;1;0-8.5,0.0008077583767812572,0.00018807999019814224
C;4;2;2;0-O;2;1;1;0-10.0,0.0008065284805810073,0.000263686835118406
FpDensityMorgan3,0.0008057201842936938,0.0003394804061686643
C;4;2;2;1-C;4;3;0;1-10.0,0.0008037294334411767,0.0002671065549142547
C;4;3;1;0-O;2;1;0;0-8.5,0.0008020217465493048,0.0003534356215921243
C;5;3;0;0-C;4;2;2;1-6.5,0.0007983321012828763,0.0003260189843225513
C;4;3;1;0-N;4;2;2;1-8.5,0.0007934836768001182,0.0002871978614223882
VSA_EState10,0.0007921705897193505,0.00028701507452162704
O;2;1;0;0-C;4;3;0;1-4.5,0.0007856169559349831,0.00023121848914487943
O;2;1;0;0-N;3;2;1;0-6.5,0.0007765022727649414,0.00026307034727904896
C;4;1;3;0-C;4;2;1;1-10.0,0.0007695252665951354,0.0004167847332118843
VSA_EState8,0.0007590316882471952,0.0003389714480599368
O;2;1;0;0-O;2;1;0;0-8.5,0.0007580826970777073,0.0002472576965179049
N;3;2;1;1-C;4;3;1;1-10.0,0.0007558834578289097,0.0004138931714743424
O;2;1;0;0-C;4;2;2;0-10.0,0.0007538137352328222,0.00032247486953097105
S;2;2;0;0-C;4;2;1;1-8.5,0.0007443109167767396,0.0002765384421824194
C;4;3;1;0-N;4;2;2;1-10.0,0.0007433019529654842,0.0002092862153446209
VSA_EState3,0.0007423096803476822,0.00020798006734919672
S;2;1;1;0-C;4;2;2;1-6.5,0.0007322466827492861,0.00024586717225505856
N;4;1;2;0-C;4;2;2;0-8.5,0.0007305078591690384,0.00017085628537121024
C;4;3;1;0-C;4;1;3;0-10.0,0.0007161549170713322,0.0002882906167305709
O;2;1;0;0-N;3;2;1;1-8.5,0.000711216221928009,0.00018769162383758126
N;4;1;3;0-C;4;2;1;1-4.5,0.0007005687855159537,0.000515421724279056
C;4;3;1;0-N;3;2;1;1-8.5,0.0006987700294743122,0.00019660875726010456
C;5;3;0;0-N;3;2;0;1-8.5,0.0006965930598780146,0.00020357655178133912
C;4;2;1;1-C;4;3;1;0-6.5,0.0006963548390505207,0.0002961017277519618
O;2;1;0;0-N;3;2;0;1-4.5,0.0006961053456779183,0.00018722491993097024
C;4;3;0;0-C;4;3;1;1-8.5,0.0006957143269758751,0.00042752309000675733
C;5;3;0;0-N;3;2;0;1-6.5,0.0006944687699530605,0.00014683415386612057
N;3;2;1;0-C;4;3;1;1-10.0,0.0006885617061457184,0.00033633539033838455
C;4;2;2;0-C;4;2;2;1-8.5,0.0006831810141784799,0.0002739114116186888
FpDensityMorgan2,0.0006753802250881662,0.0003437613834547244
N;4;1;3;0-O;2;1;1;0-10.0,0.000674629385078429,0.00038421273814367535
O;2;1;0;0-C;4;3;1;0-4.5,0.0006727010566238515,0.00011777594709936057
C;4;1;3;0-N;3;2;0;1-4.5,0.0006724476881454241,0.00021120765231082372
C;4;2;1;1-N;3;2;1;0-10.0,0.0006696296013477543,0.00025335767117094923
C;4;3;1;0-C;4;1;3;0-6.5,0.0006696000006251627,0.0002253551699199818
C;4;2;2;0-C;4;3;0;0-8.5,0.0006689898197161074,0.00019747668414773394
C;4;2;2;0-O;2;1;0;0-4.5,0.0006661946374193002,0.0003181451516861617
C;4;2;2;0-N;3;2;0;1-8.5,0.0006655121130583086,0.0003125127467950597
N;3;2;1;1-C;4;2;1;1-10.0,0.0006653085084779871,0.0002334575252459702
C;4;2;1;1-C;4;2;1;1-4.5,0.0006556161485683313,0.00034844260480023227
C;4;1;3;0-C;5;3;0;0-10.0,0.0006527465763028539,0.00018963851177991454
O;2;1;0;0-N;4;2;2;1-8.5,0.0006525723034270977,0.00023382780854955056
C;4;3;0;0-C;4;2;1;1-4.5,0.0006506421893936354,0.00026173894759757167
C;4;2;2;0-C;4;3;1;0-6.5,0.0006495532419097024,0.00020019655695963524
N;3;3;0;1-C;4;2;2;1-10.0,0.0006480302687354481,0.00015827101417642759
O;2;1;0;0-O;2;1;1;0-10.0,0.000643177193939363,0.0003723015196299325
C;4;3;0;1-C;4;2;1;1-4.5,0.0006404386882583861,0.0003550773534731408
RingCount,0.0006397995211655146,0.00032065489623833303
C;5;3;0;0-C;4;2;2;1-8.5,0.0006350287332476186,0.00038162200534176406
SlogP_VSA6,0.0006339375286660546,0.0002569002698164886
O;2;1;0;0-N;3;3;0;1-10.0,0.0006321339710046041,0.00033999373337345563
N;3;2;1;0-C;5;3;0;0-6.5,0.00062810931466775,0.00017948657385617452
C;4;1;3;0-C;4;2;1;1-8.5,0.0006237439418315042,0.00036587139508780214
N;3;2;1;0-N;4;2;2;1-10.0,0.0006204684859709745,0.0002458999435357964
O;2;1;0;0-C;4;2;2;1-8.5,0.0006202607213703063,0.00024901730847747726
O;2;1;1;0-C;4;2;2;1-10.0,0.000619890388888807,0.00019131075955548801
O;2;1;0;0-N;3;2;1;1-4.5,0.0006180541485318695,0.00013586604044117594
S;2;2;0;0-C;4;3;1;1-6.5,0.0006178631477310496,0.00013592800509887377
fr_halogen,0.0006155536778683302,0.00021303701945544644
N;3;2;1;0-C;4;3;1;1-8.5,0.0006146434632077647,0.0003767022553160409
N;3;2;1;0-O;2;1;0;0-4.5,0.0006135178516751678,0.00015791666634995853
VSA_EState4,0.000611037316912925,0.0002522580885227392
N;4;2;1;0-C;4;3;0;1-8.5,0.0006106039465194317,0.00017269907411734397
C;4;3;0;0-O;2;1;1;0-6.5,0.0006085450529418039,0.0001743412027826549
S;2;1;1;0-O;2;1;0;0-8.5,0.0006081818438540387,0.00017677468388286514
NOCount,0.000608158398635931,0.00029056867017308993
C;4;1;3;0-C;5;3;0;0-4.5,0.0006071849199355069,0.00013973495395159524
N;3;2;0;1-O;2;1;1;0-8.5,0.0006067426434025321,0.00012020895321326762
C;4;1;3;0-C;4;2;2;1-4.5,0.0006053484313959986,0.0001975539077031463
C;4;3;1;0-C;5;3;0;0-4.5,0.0006052129934185098,0.00030725300023273035
C;4;1;3;0-N;3;2;1;0-10.0,0.0006040837828540332,0.00013865428520818627
C;4;2;1;1-Cl;1;1;0;0-10.0,0.0005942735253256948,0.00018503251026303862
C;4;2;2;0-C;4;3;1;0-8.5,0.0005941987061535481,0.00013577636017563104
O;2;1;0;0-O;2;1;0;0-4.5,0.0005914925822787594,0.0002882337231337324
C;4;3;0;0-C;4;2;1;1-10.0,0.0005893007875325133,0.00037844060940625296
C;4;2;2;0-O;2;1;0;0-6.5,0.0005857756639772727,0.00038322760925551646
C;4;2;1;1-O;2;1;0;0-8.5,0.0005847293605135843,0.00014558131034620624
C;4;3;0;0-N;4;2;2;1-8.5,0.0005826091890062298,0.00019901151019808787
C;4;3;1;0-N;3;2;1;1-10.0,0.000580947242566443,0.0001899628768439856
NumHeteroatoms,0.000570973594470144,0.00028919564468618374
C;4;3;0;0-C;4;3;1;0-8.5,0.0005703525145740869,0.00011196176020044177
C;4;3;0;1-C;4;3;0;1-4.5,0.0005697532591439569,0.0002144880664643946
O;2;1;1;0-O;2;2;0;1-8.5,0.0005695811855887782,0.00016627460305652356
NHOHCount,0.0005684991160914625,0.00021419911136340102
O;2;1;0;0-C;5;3;0;0-10.0,0.0005684598202181886,0.0002230859444599662
C;4;2;2;0-C;4;3;1;0-10.0,0.0005662129990325152,0.0001771388912985471
C;4;3;0;0-C;4;3;1;0-10.0,0.0005620580997110269,0.00012658227836150036
C;4;2;2;0-C;4;1;3;0-10.0,0.0005598669761633849,0.00024543782844988567
C;4;1;3;0-C;4;2;1;1-6.5,0.0005584791508353004,0.00029649251937615556
O;2;1;0;0-N;3;2;1;0-10.0,0.0005566223101993284,0.0001665278960251656
C;4;3;1;0-C;4;3;1;0-10.0,0.0005555883833749497,0.00020538462918210304
C;4;2;1;1-C;4;1;3;0-8.5,0.0005551756419886515,0.0002783255642899057
N;3;2;1;0-C;4;1;3;0-10.0,0.0005535256642533404,0.00021009152426224286
C;4;1;3;0-O;2;1;0;0-8.5,0.0005531878512837725,0.00022767196192093037
C;4;2;1;1-C;4;2;2;0-6.5,0.0005526563677306899,0.00036793821535470054
O;2;1;0;0-C;4;3;0;0-10.0,0.0005518211883334086,0.00018166587967415098
C;4;2;2;0-N;3;2;1;0-4.5,0.0005517168441410888,0.00013948398984587517
C;4;3;1;0-N;3;2;1;0-4.5,0.0005508088770066514,0.00013699009808773268
C;4;2;1;1-C;4;2;2;0-8.5,0.0005499950339759289,0.0002863351151649496
O;2;1;0;0-N;3;2;1;1-10.0,0.0005489060061910929,0.00026578129456762727
C;4;3;0;0-N;3;2;0;1-10.0,0.0005472793462382682,0.00024531320646409787
C;5;3;0;0-C;4;2;2;1-10.0,0.0005421619129547083,0.00018048579486086092
C;4;1;3;0-O;2;1;1;0-8.5,0.0005366507170320278,0.0002508746045360143
C;4;3;1;0-C;4;2;2;0-6.5,0.0005365317537961211,0.00022539748147570225
N;3;2;1;0-O;2;1;0;0-8.5,0.0005340885113491068,0.0004109133752789325
C;4;2;2;0-C;5;3;0;0-8.5,0.00053391509309203,0.00019154697291489718
N;3;2;1;0-C;4;3;1;0-6.5,0.0005324915194675373,0.0001708602225529173
N;3;2;1;1-N;3;2;0;1-4.5,0.0005322009760639456,0.00013067082993157772
C;5;3;0;0-C;4;2;2;0-8.5,0.0005302204541684026,0.00013630341322118446
O;2;1;1;0-O;2;1;0;0-4.5,0.0005280179629327957,0.0001588341296396304
S;2;2;0;0-C;4;2;2;1-6.5,0.000527833128062194,0.00009886521923802072
N;3;2;1;1-C;4;2;2;1-10.0,0.0005250550461228835,0.0001714515014329011
C;4;2;2;0-N;3;2;1;1-10.0,0.0005241148225698841,0.00012630961109584305
N;3;2;1;0-O;2;1;1;0-6.5,0.0005226371684691385,0.000156137995614228
C;4;3;0;1-O;2;2;0;1-4.5,0.0005217908556214142,0.0003347710727405773
C;4;1;3;0-C;4;3;1;1-4.5,0.0005188957582495157,0.00019985044137642074
C;4;3;0;0-N;3;2;0;1-8.5,0.0005183234731001055,0.000213283437753631
C;4;1;3;0-C;4;3;1;0-10.0,0.0005160943779796331,0.00017435899751722602
C;4;2;2;1-C;4;3;0;1-4.5,0.0005158428016240594,0.00013495428193725412
SMR_VSA6,0.000515058930625123,0.00029195146439478807
O;2;1;1;0-C;4;2;2;1-6.5,0.0005143964523801651,0.0001810602663387262
C;4;3;1;0-C;4;3;1;0-6.5,0.0005112620506902199,0.0001472356639236424
N;3;2;1;0-C;5;3;0;0-8.5,0.0005111593959767679,0.0002399316195109967
NumHDonors,0.0005107664495920706,0.00024400395957269443
C;4;3;0;1-O;2;1;0;0-4.5,0.0005103224580033243,0.0002204133839975987
O;2;1;0;0-C;4;2;2;1-4.5,0.0005086246457343531,0.00020495832591610122
O;2;1;0;0-C;4;3;1;0-6.5,0.0005050138353874911,0.00012855565126732472
O;2;1;0;0-N;3;2;1;0-4.5,0.0005030935326240845,0.0002286561058953919
C;4;1;3;0-O;2;1;1;0-10.0,0.0004980738459122761,0.00029389156001385865
N;3;2;1;0-O;2;1;0;0-10.0,0.000496862350332287,0.0002600521534883345
O;2;1;0;0-C;4;3;1;1-10.0,0.0004963038310864791,0.00021518699710844716
N;3;2;1;0-N;3;2;1;1-8.5,0.0004962287183836289,0.00016510678836519738
C;4;2;1;1-C;4;2;2;0-10.0,0.000494564211293295,0.00020448238177380772
C;4;3;0;0-C;4;3;1;0-6.5,0.000491953482169379,0.00021108946721171167
N;3;2;1;0-C;4;3;1;0-10.0,0.0004914175350899294,0.00020177534587148357
C;5;3;0;0-N;3;2;1;1-4.5,0.000485156852891148,0.0003343160193960263
C;4;2;2;0-C;4;3;1;1-10.0,0.00048476576162229665,0.0002010433717897095
O;2;1;1;0-C;4;2;2;0-8.5,0.00048394411182296114,0.00016152378354777617
C;4;2;2;0-C;4;1;3;0-6.5,0.0004820778383704242,0.00018710443006034015
C;4;1;3;0-C;4;3;1;1-10.0,0.0004806118666730012,0.0003196173451106197
O;2;1;0;0-N;4;1;2;0-8.5,0.00047946131984778116,0.00008637955354612939
O;2;1;1;0-N;4;1;3;0-6.5,0.00047239762878347933,0.00007615218701254586
Kappa3,0.0004720468516348627,0.00043583978618068716
O;2;1;0;0-N;3;2;0;1-6.5,0.00047065457208382105,0.00017512211984675787
C;4;1;3;0-C;4;2;2;0-8.5,0.00046674756579165495,0.000386580125271335
C;4;2;1;1-C;4;3;1;1-10.0,0.0004662116567913414,0.00021989433102169646
N;3;2;1;1-C;4;3;0;1-10.0,0.0004639957842420661,0.0002434653730817513
N;3;2;1;0-C;4;2;2;1-6.5,0.0004635577095561135,0.00019206956254555382
O;2;1;0;0-C;4;2;2;0-4.5,0.000462133538495213,0.00021595038164213797
N;4;2;1;0-C;4;2;2;1-10.0,0.0004610408203076455,0.0002728277993400489
C;4;3;1;0-C;4;3;1;0-8.5,0.0004596794716751525,0.0001637706065497044
MinAbsEStateIndex,0.0004575196574879925,0.00022951916952310597
N;4;1;3;0-C;4;3;0;1-4.5,0.0004551903284704747,0.0005143171449565445
C;4;2;1;1-N;4;2;2;1-6.5,0.00045301883338577285,0.000212266950892034
C;4;3;0;0-C;5;3;0;0-10.0,0.0004524474954045806,0.0001628346832431176
N;3;2;1;1-C;4;2;2;0-8.5,0.0004510209518496677,0.00015600921525702063
C;4;3;1;0-C;4;2;2;1-6.5,0.00045081538561781245,0.00022456482740338508
C;4;1;3;0-N;3;2;1;1-6.5,0.00045012980925314877,0.00010088110267418663
C;4;3;0;1-Cl;1;1;0;0-8.5,0.0004467318752300368,0.00016614111992804947
C;4;3;0;1-C;4;1;3;0-10.0,0.000445800561912905,0.00022919916146302817
N;4;1;3;0-O;2;2;0;1-6.5,0.0004443218996980155,0.00012602510553867607
N;3;2;1;0-N;3;2;1;0-6.5,0.00044093774998260247,0.00026367805543824866
O;2;1;0;0-O;2;1;1;0-8.5,0.00043950763927305496,0.0001974203660162829
C;4;2;2;0-C;4;1;3;0-8.5,0.0004379305153808577,0.00013960408714100146
SMR_VSA5,0.0004373225711784149,0.0002511327566616964
C;4;2;2;0-N;3;2;1;1-6.5,0.00043627021033074327,0.00019219600931728826
C;4;2;1;1-N;3;1;2;0-4.5,0.00043616962293346884,0.00011617737184927297
C;4;2;2;0-N;3;2;0;1-4.5,0.00043552985238687336,0.00014599856643200408
C;4;3;0;0-N;3;2;1;0-8.5,0.00043545144484537685,0.00022916749451545594
C;4;3;1;0-C;4;3;0;0-8.5,0.0004345092100865866,0.00010323170153358477
C;4;1;3;0-O;2;2;0;1-10.0,0.00043316814635543005,0.00017068444194676772
C;4;3;0;1-C;4;2;1;1-8.5,0.00043254142685731354,0.0004105963185600859
O;2;1;0;0-C;5;3;0;0-8.5,0.00043171768983501314,0.00022634170920772653
C;5;3;0;0-C;4;3;1;0-4.5,0.000431005912869864,0.0001185864542170445
O;2;1;1;0-C;4;2;2;1-8.5,0.00043040275801105033,0.00009930866055923797
C;4;3;0;1-N;4;2;2;1-6.5,0.00042882926249938983,0.00006812440202777298
S;2;2;0;0-C;4;3;1;1-4.5,0.00042875302992837855,0.0001241634090692204
C;5;3;0;0-N;3;2;1;0-10.0,0.0004252551314679646,0.00021455852260107545
S;2;1;1;0-C;4;1;3;0-10.0,0.0004247907766586086,0.0001424800480405553
N;3;3;0;1-C;4;2;2;1-8.5,0.00042321766196504,0.00009833508092314351
C;4;3;1;0-N;3;1;2;0-4.5,0.0004197492445699114,0.00006390537900596126
N;3;2;0;1-C;4;3;0;1-10.0,0.00041679685854865143,0.0002918646304031324
S;2;2;0;0-C;4;2;1;1-6.5,0.00041670634022652846,0.00014040730680405596
C;4;3;0;0-C;4;2;2;0-6.5,0.00041590008793195666,0.00018859278067348068
O;2;1;0;0-C;4;3;0;0-8.5,0.0004158737046812725,0.00014357437388381043
C;4;3;1;0-C;4;2;1;1-4.5,0.00041581998827718475,0.00027643444861578546
N;3;1;2;0-C;4;3;0;1-10.0,0.00041487418182420595,0.00024138752993357933
C;4;3;0;1-C;4;2;2;1-4.5,0.0004132350206683936,0.00011516655435576072
C;4;2;2;1-O;2;1;0;0-10.0,0.0004128402735190884,0.00011911696357456423
